13375	Zoodlabs Data Centre / Cable Landing Station Power Project, Freetown	SL	Western Area				Zoodlabs; CrossBoundary Energy	
13405	Trinity Technologies Juba Data Center	SS	Central Equatoria				Trinity Technologies Limited	
13435	True IDC Midtown Pattanakarn	TH	Bangkok				True Internet Data Center (True IDC) / CP Group	
13465	GSA02 (Gulf-Singtel-AIS) Chonburi Data Center	TH	Chon Buri				GSA Data Center (GULF 40% / Singtel 35% / AIS 25%)	35.0
13495	NT Chiang Mai Data Center	TH	Chiang Mai				National Telecom Public Company Limited (NT)	
13525	Syntys Manouba Data Center	TN	La Manouba				Syntys	
13555	Eskisehir Metropolitan Municipality ESKI server/data-center room	TR	Eskisehir				Eskisehir Metropolitan Municipality ESKI	
13585	MUSKI new data center	TR	Mugla				MUSKI (Mugla Water and Sewerage Administration / Mugla Metropolitan Municipality)	
13615	CHT Tainan Zhongshan IDC	TW	Tainan				Chunghwa Telecom	
13645	De Novo Data Center	UA	Kyiv City				De Novo	
13675	Raxio Uganda Data Centre (UG1)	UG	Central				Raxio Group (Raxio Data Centre Ltd)	1.5
13705	Ninh Binh provincial data center	VN	Ninh Binh				Ninh Binh provincial authorities / Department of Science and Technology with provincial IT & Communication Center	
13735	Tien Giang provincial integrated data center	VN	Tien Giang				Tien Giang provincial authorities / Department of Information and Communications	
13765	Viettel IDC Da Nang Data Center	VN	Da Nang				Viettel IDC	
13795	True IDC Tan Thuan	VN	Ho Chi Minh				True IDC (True Corporation)	
13825	Cavaleros Group proposed 200MW data centre near Pretoria	ZA	Gauteng - City of Tshwane Metropolitan Municipality				Cavaleros Group	200.0
13855	MTN Lusaka Data Centre	ZM	Lusaka				MTN Zambia	
20335	ANDC critical non-IT equipment upgrade	AF	Kabul				Ministry of Communications and IT (MCIT), funded via Digital CASA / World Bank (IDA-D2820)	
20365	Paratus Angola DC1 (ITA, Patriota)	AO	Luanda				Paratus Angola (Internet Technologies Angola S.A.)	
20395	Digital Burgenland / EBRZ (Eisenstadt)	AT	Burgenland				Digital Burgenland GmbH (formerly Erstes Burgenlaendisches Rechenzentrum)	
20425	5G Networks North Sydney Data Centre (St Leonards)	AU	New South Wales - North Sydney				5G Networks / DCI Data Centers	
20455	NEXTDC B1 Brisbane	AU	Queensland - Brisbane				NEXTDC	
20485	AirTrunk MEL1	AU	Victoria - Brimbank				AirTrunk	130.0
20515	DCW (DC West) Pier Street data centre	AU	Western Australia - Perth				DC West Pty Ltd	
20545	Yotta Dhaka Data Center Park	BD	Dhaka				Yotta Infrastructure / Shamsul Alamin Group	28.8
20575	Orange Belgium Hoboken data center	BE	Flanders				Orange Belgium	3.0
20605	Beyon White Space Data Centre / Data Oasis	BH	Southern Governorate				Batelco by Beyon / Beyon Group	
20635	btIX Bhutan Internet Exchange	BT	Thimphu				Bhutan Internet Exchange Association	
20665	Central Africa Fibre-Optic Backbone (CAB) CAR Component - National Data Centre / Digital Training Centre (University of Bangui)	CF	Bangui				Government of Central African Republic / African Development Bank / European Union	
20695	Etat du Valais data center (Sierre)	CH	Valais				Etat du Valais (canton)	
20725	Camtel NBN II / Zamengoé Data Center	CM	Centre				Cameroon Telecommunications (CAMTEL) / Huawei-led Chinese consortium (China Shenyang International Cooperation)	
20755	Guangzhou Nansha International Data Free-Trade Port	CN	Guangdong - Guangzhou Shi				Nansha district / Guangzhou municipal data-industry program	
20785	China Mobile (Guangdong Zhanjiang) Data Center Phase II	CN	Guangdong - Zhanjiang Shi				China Mobile Guangdong	
20815	Yixin Technology (Yeqi) No.2 Data Center	CN	Hunan - Prefecture of Chenzhou				Yixin Technology / Yeqi	
20845	Derong Hydropower Consumption Industrial Park Internet Big Data Center	CN	Sichuan - Garze Zangzu Zizhizhou				Ganzi Jingbo Network Technology Co., Ltd.	
20875	新疆克融云算数字科技智算中心 (Kelong Cloud Compute Smart Computing Center)	CN	Xinjiang - Kelamayi Shi				Aorede (奥瑞德) + Karamay Cloud Investment JV	
20905	Commercial colocation / hyperscaler cloud region (verified negative)	CV	Ilhas de Sotavento					
20935	Seznam.cz Nagoya Data Center	CZ	Central Bohemia				Seznam.cz a.s.	3.0
20965	LEW Green Data Center (Augsburg-Oberhausen, Krumbacher Straße)	DE	Bavaria - Augsburg (Urban)				LEW TelNet GmbH	
20995	Rockenstein Wuerzburg / Veitshoechheim data centers	DE	Bavaria - Würzburg (Rural)				rockenstein AG	
21025	NTT Frankfurt 4 Hattersheim campus	DE	Hesse - Main-Taunus-Kreis				NTT Global Data Centers	80.0
21055	GELSEN-NET Gerhardstrasse Data Center	DE	North Rhine-Westphalia - Gelsenkirchen				GELSEN-NET Kommunikationsgesellschaft mbH	
21085	Wimex Data-Center Flugplatz Köthen (B-Plan Nr. 81)	DE	Saxony-Anhalt - Anhalt-Bitterfeld				Wimex Group (agricultural company)	
21115	atNorth DEN02 Varde (Ølgod) Mega Site	DK	Southern Denmark				atNorth	500.0
21145	Khazna-Benya Hyperscale Data Center (Maadi Technology Park)	EG	Cairo				Khazna Data Centers / Benya Group	25.0
21175	Nabiax Alcala de Henares Data Center Campus	ES	Community of Madrid				Nabiax (Telefonica-linked)	22.0
21205	Mustanlahden datakeskus (Maenttae-Vilppula)	FI	Pirkanmaa				Mustanlahden datakeskus project / Finsilva	
21235	Datec Fiji datacentre site services / digital infrastructure	FJ	Central				Datec Fiji Pte Ltd	
21265	Edged Energy data center Saint-Louis (Marseille 15e)	FR	Bouches-du-Rhône				Edged Energy	20.0
21295	Buzançais data center project	FR	Indre				Not disclosed	
21325	Velizy-Villacoublay mixed program + data center project	FR	Yvelines					
21355	Vantage London I and London II campuses (incl. Park Royal LHR2)	GB	England - Greater London				Vantage Data Centers	75.0
21385	Tritax/EDF Cottam data centre & SMR scheme	GB	England - Nottinghamshire				Tritax Big Box / EDF (with Holtec)	
21415	ABMWLC & Aurora data centre heat-recovery (pre-planning)	GB	Northern Ireland - Ards and North Down				Ards and North Down Borough Council	
21445	Shotwick Road 2 data centre candidate site (Deeside)	GB	Wales - County of Flintshire				Candidate-site promoter (unnamed)	
21475	Bank of Ghana Kumasi Data Centre & Disaster Recovery Site (Ahinsan)	GH	Ashanti				Bank of Ghana	
21505	Digital Realty ATH4 (Koropi)	GR	Attica				Digital Realty / Lamda Hellix	6.8
21535	SUNeVision MEGA-i, Chai Wan	HK	Hong Kong				SUNeVision Holdings / iAdvantage	
21565	China Telecom Global / Daily Tech TKO data centre (Global Switch partnership)	HK	Hong Kong				China Telecom / Daily Tech / Global Switch	
21595	Komondor Supercomputer Center (University of Debrecen)	HU	Hajdu-Bihar				KIFU / University of Debrecen	0.5
21625	Bitera Data Center Jakarta	ID	Jakarta				Bitera Data Center (PT Bitera Data Center)	20.0
21655	Echelon DUB20 Arklow	IE	Leinster				Echelon Data Centres	100.0
21685	Manx Telecom Greenhill Datacentre	IM	Isle of Man				Manx Telecom	
21715	Chhattisgarh State Data Centre (CSDC, operated by CHiPS)	IN	Chhattisgarh - Raipur				Chhattisgarh Infotech and Biotech Promotion Society (CHiPS) / Government of Chhattisgarh	
21745	Jammu and Kashmir State Data Centre (SDC), Civil Secretariat Jammu	IN	Jammu and Kashmir - Jammu				Jammu and Kashmir Information Technology Department / JaKeGA / C-DAC	
21775	Kerala 2nd State Data Centre (Thejaswini building, Technopark)	IN	Kerala - Thiruvananthapuram				Kerala State IT Mission	
21805	Net4 Pune / Silvernox Pune / NICSI Pune	IN	Maharashtra - Pune Division				Net4 / Silvernox Datacenter / NICSI	
21835	NIC Sikkim State Data Centre (Gangtok)	IN	Sikkim - Gangtok				National Informatics Centre (NIC) / Government of Sikkim	
21865	Sify Technologies Hyderabad campus (FAB City, Maheshwaram)	IN	Telangana - Rangareddi				Sify Technologies	250.0
21895	NIC Kolkata Data Centre (Nizam Palace)	IN	West Bengal - Kolkata				National Informatics Centre (NIC), Government of India	
21925	Iran Cloud provincial datacenter overhaul - Shiraz	IR	Fars				ITO / Iran Cloud program consortia	
21955	South Khorasan (Birjand) datacenter lead	IR	South Khorasan				Ministry of ICT / provincial ICT directorate	
21985	Noviglio datacenters Mxp I - Santa Corinna data center (Noviglio/Lacchiarella)	IT	Lombardy				Noviglio datacenters Mxp I S.r.l. (CloudHQ lineage per methodology)	
22015	Nexim colocation Cagliari	IT	Sardinia				Nexim Italia	
22045	Global Broadband Ginoza Village IT Operation Park	JP	Okinawa				Global Broadband KK (Wingtec Japan)	
22075	Africa Data Centres Nairobi NBO1 (Sameer / East Africa Data Centre)	KE	Nairobi City				Africa Data Centres / Cassava Technologies	7.5
22105	MekongNet IDC1 (SunCity Building)	KH	Phnom Penh				MekongNet / Angkor Data Communication Group Co., Ltd	
22135	KR Logis Daejeon No.3 PFV Pyeongchon-dong Data Center	KR	Daejeon - Daedeok-gu				KR Logis Daejeon No.3 PFV (케이알로지스대전제3호피에프브이) with Gangjin Industrial Development / K-REITs Investment Management	
22165	NH Integrated IT Center (Nonghyup)	KR	Gyeonggi-do - Uiwang-si				NH NongHyup Bank / Nonghyup IT	
22195	Korea Health and Medical Data Center	KR	Jeollanam-do - Damyang-gun				Jin International Co., Ltd. (with Damyang County)	
22225	ix.kw Internet Exchange (TEC Building)	KW	Capital				CITRA / Kuwait ISP community	
22255	MTC National Data Center + Silicon Tech Park green-AI infrastructure / AI SEZ MoU	LA	Vientiane Capital				MTC National Data Center + Silicon Tech Park (Lao) Sole Co., Ltd.	
22285	Dialog Mount Lavinia Cable Landing Station (BBG / Maldives-Sri Lanka)	LK	Western Province				Dialog Axiata PLC	
22315	Bacloud DC (Siauliai)	LT	Siauliai County				UAB Bacloud	
22345	Misrata data centre (directory entry)	LY	Misrata				unknown (TransSahara/Tatweer or MFZ per directory leads)	
22375	Monaco Telecom Centre de donnees n.1 (25 boulevard de Suisse)	MC	Monte-Carlo				Monaco Telecom	
22405	Interspace Skopje data center (Pero Nakov site)	MK	Gazi Baba				Interspace DOOEL	
22435	University of Nouakchott Al Aasriya - Centre de Calcul	MR	West Nouakchott				University of Nouakchott Al Aasriya	
22465	HDC Development of Co-Location Data Centre in Hulhumale (EOI)	MV	Male Atoll				Housing Development Corporation (HDC); investor to be selected via EOI	
22495	Open DC JB1 / JB2 (Johor Bahru)	MY	Johor				Open DC (Extreme Broadband)	
22525	EDM National Control Centre data-centre components (Matalane/CTM)	MZ	Maputo				Electricidade de Mocambique (EDM)	
22555	Digital Realty LOS1 (Medallion, Victoria Island)	NG	Lagos				Digital Realty (Medallion Communications)	
22585	Kolo NL3 (Apeldoorn)	NL	Gelderland				Kolo Data Centers	
22615	NorthC Rotterdam Zestienhoven 1 & 2	NL	South Holland				NorthC Datacenters	7.3
22645	North DC data center (Nordkjosbotn, Balsfjord)	NO	Troms and Finnmark				North DC	
22675	Microsoft New Zealand North cloud region (AKL02 certified)	NZ	Auckland				Microsoft	
22705	Datacom Kapua Data Centre (Hamilton)	NZ	Waikato				Datacom	14.0
22735	Sovereign AI Data Centre (Telikom / Datec / CloudSigma)	PG	National Capital District				Telikom Limited, Datec PNG, CloudSigma	
22765	PLDT La Union Cable Landing Station (Bauang)	PH	Ilocos				PLDT	
22795	Netia Data Center MIND (Jawczyce)	PL	Mazovia				Netia (Cyfrowy Polsat Group)	
22825	Pomorskie Centrum Przetwarzania Danych (PCPD) Gdansk	PL	Pomerania				PCPD (Pomorskie Centrum Przetwarzania Danych)	
22855	NOS Madeira Data Center (Funchal)	PT	Madeira				NOS / EMACOM - Telecomunicacoes da Madeira (EEM-owned)	
22885	Zeop Entreprise data-center / hosting service	RE	Reunion				Zeop / Groupe Océinde	
22915	Pidgin Host Data Center (Bacu)	RO	Giurgiu				Pidgin Host SRL	
22945	Government Data Centre Kragujevac (Drzavni data centar / DDC)	RS	Sumadija				Office for IT and eGovernment (Republic of Serbia)	14.0
22975	PhosAgro / Rostelecom Volkhov data center	RU	Leningrad				PhosAgro / Apatit with Rostelecom	
23005	Regional government modular TsOD (Volgograd, for executive authorities)	RU	Volgograd				Government of Volgograd Oblast (regional IT center)	
23035	Taif University Data Center	SA	Mecca Region - At Ta'if				Taif University	
23065	Our Telekom main Data Centre room / Exchange Building (Honiara)	SB	Capital Territory				Solomon Telekom Co Ltd (Our Telekom)	
23095	RISE Lulea data center testbed (research/edge)	SE	Norrbotten				RISE Research Institutes of Sweden	
23125	Keppel DC Singapore 2/3/4 (KDC SGP2-4)	SG	South East				Keppel Data Centres	
23155	1 Cloud Lab Data Centre	SK	Bratislava				1 Cloud Lab s.r.o.	
23185	Hormuud Telecom data center network (11 sites, ~10 MW portfolio)	SO	Banaadir				Hormuud Telecom Somalia Inc.	10.0
23215	SISPA / Swaziland Peering Point (incl. Mbabane IX MB-IX)	SZ	unknown				Eswatini ISP community (SISPA)	
23245	WACS landing station - Lomé/Afidegnigba	TG	Maritime				Togo Telecom / WACS consortium (15 members)	
23275	Doma Rayong Data Center Park	TH	Rayong				Doma Infrastructure Group (DIG) / Silicon Tech Park (STP)	
23305	ATI Data Centers (Tunisie Internet)	TN	Tunis				ATI - Tunisie Internet	
23335	PlusLayer Izmir Data Center	TR	Izmir				PlusLayer (Naymanli Bilgisayar)	
23365	Kwala SEZ / Kwala Industrial Park (Kibaha, Pwani) - datacenter watch area	TZ	Coast				TISEZA (Investment and Special Economic Zones Authority, Act No. 6 of 2025); zone investors TBD	
23395	NITA-U Third National Data Centre (market study)	UG	Central				NITA-U / MoICT	
23425	Trung tâm tích hợp dữ liệu tỉnh Quảng Ninh (Quang Ninh Province Integrated Data Center, QNICT)	VN	Quang Ninh				Sở Thông tin và Truyền thông tỉnh Quảng Ninh / QNICT (Quang Ninh ICT Center)	
23455	FPT Fornix HN01 and HN02 (Cau Giay)	VN	Ha Noi				FPT Telecom	
23485	National Information Center (NIC) national data systems (yemennic.net)	YE	Sanaa City				National Information Center (Yemen)	
23515	Paratus Zambia Data Centre (Lusaka)	ZM	Lusaka				Paratus Africa / Paratus Zambia	1.0
23545	北京数字经济算力中心（星火·761）	CN	Beijing		朝阳区酒仙桥		朝阳区牵头建设（运营主体名称未在本次检索确认；合作方含经纬恒润等）	25.0
23575	国家超级计算深圳中心（深圳云计算中心）二期项目	CN	Guangdong		深圳		国家超级计算深圳中心	
23605	China Mobile Jing-Jin-Ji (Zhangjiakou) Intelligent Computing Center	CN	Hebei		张家口市·怀来县（怀来花园生态科技城）		China Mobile / 中国移动	
23635	中国电信国际 TKO 数据中心（6 Chun Kwong St）	CN	Hong Kong		新界·将军澳工业邨		中国电信国际（China Telecom Global）	42.0
23665	无锡智能计算中心 (Wuxi Intelligent Computing Center)	CN	Jiangsu				浪潮集团 + 无锡物联网创新促进中心（无锡市政府背景）	
23695	Zhongwei Big Data Computing Industrial Green Electricity Park Phase II (中卫大数据算力产业绿电园区二期项目)	CN	Ningxia		中卫市		China Datang Group New Energy Co. Ltd. (拟确定实施主体)	
23725	山西云峰大数据智能算力产业园（云峰大数据智算中心）	CN	Shanxi		阳泉市（高新区）		山西云山数据科技有限公司	40.0
23755	人工智能基础设施及算法训练与算力开放中心	CN	Xinjiang		克拉玛依市			
23785	浙东南智算中心（二期）	CN	Zhejiang		台州市/黄岩区(梦创园二期)		台州（黄岩区）+中国电信天翼云等	200.0
